City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Pangnirtung,66.1451,-65.7125,39.9,98,100,7.94,CA,1628221808
Phichit,16.25,100.4167,92.1,61,88,6.49,TH,1628221808
Sur,22.5667,59.5289,93.87,48,0,3.76,OM,1628221808
Nagua,19.3832,-69.8474,79.45,91,61,5.53,DO,1628221511
Isangel,-19.55,169.2667,69.91,94,90,9.22,VU,1628221809
Baijiantan,45.6333,85.1833,84.61,26,3,4.94,CN,1628221809
Goose Creek,32.981,-80.0326,74.89,91,90,1.01,US,1628221809
Saint-Leu,-21.15,55.2833,67.03,67,63,2.89,RE,1628221810
Nova Granada,-20.5339,-49.3142,68.25,52,85,5.37,BR,1628221810
Sibu,2.3,111.8167,84.51,79,20,3.44,MY,1628221810
Wahpeton,46.2652,-96.6059,68.02,83,40,8.05,US,1628221565
Chifeng,42.2683,118.9636,81.07,38,81,4.18,CN,1628221811
Chumikan,54.7183,135.315,52.66,97,100,21.07,RU,1628221811
Prado,-17.3411,-39.2208,71.11,69,97,11.1,BR,1628221811
Tangshan,39.6333,118.1833,82.38,67,1,5.17,CN,1628221811
‘Ewa Beach,21.3156,-158.0072,84.15,61,40,20.71,US,1628221812
Tateyama,34.9833,139.8667,91.42,72,62,7.09,JP,1628221812
Ust'-Barguzin,53.45,108.9833,65.44,65,47,3.69,RU,1628221812
Sangar,63.9242,127.4739,73.62,27,0,9.17,RU,1628221813
Jutaí,-5.1833,-68.9,72.37,65,100,2.71,BR,1628221813
Nombre de Dios,23.85,-104.2333,63.81,80,93,1.5,MX,1628221813
Pisco,-13.7,-76.2167,61.02,88,75,14.97,PE,1628221814
Kalāleh,37.3807,55.4916,78.4,65,0,0.0,IR,1628221814
Geraldton,-28.7667,114.6,69.13,52,0,20.71,AU,1628221695
Pauini,-7.7136,-66.9764,73.47,47,64,1.19,BR,1628221814
Mossamedes,-15.1961,12.1522,64.99,83,0,2.08,AO,1628221815
Henties Bay,-22.116,14.2845,52.86,78,7,3.56,NA,1628221815
Orlik,52.5178,99.825,65.3,68,100,4.0,RU,1628221815
Coos Bay,43.3665,-124.2179,64.99,91,1,4.61,US,1628221648
Herat Province,34.5,62.0,77.59,17,0,19.95,AF,1628221816
Salalah,17.0151,54.0924,75.34,96,100,6.02,OM,1628221816
Cabedelo,-6.9811,-34.8339,72.27,84,1,15.01,BR,1628221816
Salamanca,40.8333,-6.0,55.18,85,0,3.49,ES,1628221817
Rockhampton,-23.3833,150.5,73.29,28,99,3.44,AU,1628221817
Kīhei,20.785,-156.4656,83.46,79,40,20.71,US,1628221793
Hobyo,5.3505,48.5268,76.41,81,69,24.18,SO,1628221817
Acaraú,-2.8856,-40.12,77.79,77,25,14.27,BR,1628221813
Kahului,20.8947,-156.47,83.46,78,40,20.71,US,1628221818
Suntar,62.1444,117.6319,77.54,29,100,8.23,RU,1628221818
Sambava,-14.2667,50.1667,68.81,82,52,11.5,MG,1628221818
Kupang,-10.1667,123.5833,86.58,54,40,20.71,ID,1628221818
Gabú,12.2833,-14.2167,73.26,94,97,8.41,GW,1628221819
Port-Cartier,50.0334,-66.8654,58.75,91,96,2.73,CA,1628221819
Rio Brilhante,-21.8019,-54.5464,65.88,49,100,3.96,BR,1628221819
Beian,63.6559,9.5683,61.02,94,40,10.36,NO,1628221820
Quimperlé,47.8667,-3.55,62.94,88,75,20.71,FR,1628221820
Kapit,2.0167,112.9333,93.76,45,52,0.4,MY,1628221820
Visby,57.6409,18.296,62.94,93,7,3.44,SE,1628221820
Trairi,-3.2778,-39.2689,76.17,80,37,9.24,BR,1628221818
Foster City,37.5586,-122.2711,68.34,82,1,1.01,US,1628221615
La Paz,-16.5,-68.15,37.38,69,40,2.3,BO,1628221821
Howard Springs,-12.497,131.047,85.82,23,97,11.03,AU,1628221821
Praia da Vitória,38.7333,-27.0667,73.76,73,75,11.36,PT,1628221822
Okhotsk,59.3833,143.3,66.72,48,0,4.72,RU,1628221822
Poya,-21.35,165.15,71.06,49,67,9.13,NC,1628221822
Skellefteå,64.7507,20.9528,50.0,66,64,2.3,SE,1628221822
Soc Trang,9.6033,105.98,85.96,53,100,12.06,VN,1628221823
Riyadh,24.6877,46.7219,84.34,11,1,9.22,SA,1628221718
Kadirli,37.3739,36.0961,79.02,60,44,0.96,TR,1628221823
Douglas,41.3,-96.167,78.89,82,1,0.0,US,1628221823
Altay,47.8667,88.1167,70.11,41,15,8.63,CN,1628221824
Pahrump,36.2083,-115.9839,101.1,9,0,4.0,US,1628221824
Nome,64.5011,-165.4064,60.17,82,90,21.85,US,1628221824
Coleraine,55.1333,-6.6667,59.04,97,100,5.41,GB,1628221825
Yemel'yanovo,56.1681,92.6767,74.21,68,0,4.47,RU,1628221825
Åmot,59.5714,7.9877,47.77,87,54,2.84,NO,1628221825
Kiri Buru,22.0833,85.35,83.98,71,40,4.29,IN,1628221825
Zeya,53.75,127.2667,62.47,97,100,2.28,RU,1628221826
Puerto Baquerizo Moreno,-0.9,-89.6,70.56,88,70,11.81,EC,1628221826
Sakakah,29.9697,40.2064,85.57,18,0,5.03,SA,1628221826
Salinópolis,-0.6136,-47.3561,77.61,86,2,10.31,BR,1628221827
Davidson,36.1501,-86.7833,75.65,67,20,3.0,US,1628221827
East London,-33.0153,27.9116,58.14,82,0,9.22,ZA,1628221827
Mariehamn,60.0973,19.9348,44.46,100,75,4.61,AX,1628221827
Mucurapo,10.6667,-61.5333,79.97,85,1,5.79,TT,1628221828
Darhan,49.4867,105.9228,75.79,54,65,6.44,MN,1628221828
Narsaq,60.9167,-46.05,47.23,93,100,1.61,GL,1628221828
Daru,-9.0763,143.2092,80.24,66,89,13.31,PG,1628221829
Darnah,32.767,22.6367,85.73,40,0,11.68,LY,1628221829
Cusco,-13.5183,-71.9781,45.7,72,1,2.89,PE,1628221829
Luba,3.4568,8.5547,75.09,84,92,2.62,GQ,1628221830
Āsbe Teferī,9.0833,40.8667,59.97,81,90,6.71,ET,1628221830
Juan de Ayolas,-27.4,-56.9,59.38,69,81,6.06,PY,1628221830
Najrān,17.4924,44.1277,81.25,38,46,5.21,SA,1628221831
Guerrero Negro,27.9769,-114.0611,71.85,82,3,11.77,MX,1628221831
Mâncio Lima,-7.6142,-72.8958,71.67,94,0,0.0,BR,1628221831
Naryan-Mar,67.6713,53.087,51.39,82,100,10.0,RU,1628221832
Kalmunai,7.4167,81.8167,86.74,58,100,3.94,LK,1628221832
Kazygurt,41.7589,69.3864,84.13,21,2,6.8,KZ,1628221832
Nānākuli,21.3906,-158.1547,84.15,61,75,18.41,US,1628221833
Port Moresby,-9.4431,147.1797,83.62,58,75,11.5,PG,1628221833
Asău,46.4333,26.4,61.95,94,100,5.61,RO,1628221833
Apodi,-5.6642,-37.7989,76.14,64,28,14.0,BR,1628221833
Broken Hill,-31.95,141.4333,56.91,58,75,8.05,AU,1628221834
Kismayo,-0.3582,42.5454,75.97,76,20,15.28,SO,1628221834
Sampit,-2.5333,112.95,88.63,58,92,4.52,ID,1628221834
Cabuyaro,4.2817,-72.794,70.11,94,78,3.11,CO,1628221835
Cordele,31.9635,-83.7824,74.75,83,1,3.44,US,1628221818
Lamar,33.6668,-95.5836,78.46,76,1,5.75,US,1628221835
Osakarovka,50.565,72.5692,74.26,36,33,3.96,KZ,1628221835
Samarai,-10.6167,150.6667,77.18,76,98,13.6,PG,1628221836
Cockburn Town,21.4612,-71.1419,82.81,79,22,20.13,TC,1628221836
Bagé,-31.3314,-54.1069,56.8,94,20,12.66,BR,1628221836
Olavarría,-36.8927,-60.3225,48.15,94,0,9.15,AR,1628221836
Xunchang,28.4543,104.715,89.56,62,27,2.35,CN,1628221837
Atyrau,47.1167,51.8833,78.82,36,0,15.66,KZ,1628221766
Larsnes,62.2028,5.5773,60.01,83,100,4.9,NO,1628221837
Longyearbyen,78.2186,15.6401,42.08,76,97,5.37,SJ,1628221837
Hendersonville,36.3048,-86.62,75.74,75,96,4.27,US,1628221807
Lewisporte,49.2499,-55.0482,68.38,69,100,11.16,CA,1628221838
Snezhnogorsk,69.1933,33.2531,53.38,79,95,6.02,RU,1628221838
Ouésso,1.6136,16.0517,70.45,92,39,1.63,CG,1628221838
Gârbova,45.8667,23.7333,60.03,88,91,10.8,RO,1628221839
Lata,40.1629,-8.3327,63.81,95,76,2.46,PT,1628221839
Eyl,7.9803,49.8164,78.35,63,48,24.61,SO,1628221839
Rawson,-43.3002,-65.1023,59.02,45,100,8.39,AR,1628221840
Kidal,18.4411,1.4078,80.8,54,99,12.37,ML,1628221840
Mogadishu,2.0371,45.3438,76.35,80,50,16.46,SO,1628221840
Forsytheganj,52.6333,29.7333,62.87,97,99,11.18,BY,1628221841
Belyy Yar,53.6039,91.3903,73.29,53,0,4.47,RU,1628221841
Tyukalinsk,55.8732,72.1967,73.92,56,96,1.23,RU,1628221841
Palmer,42.1584,-72.3287,66.92,86,40,3.44,US,1628221841
Vanderhoof,54.0166,-124.0198,65.28,55,92,7.47,CA,1628221842
Durgapur,23.4833,87.3167,91.94,58,54,2.68,IN,1628221842
Rosetta,31.4044,30.4164,73.22,71,0,7.45,EG,1628221842
Kirakira,-10.4544,161.9205,82.36,63,17,7.96,SB,1628221843
Deloraine,-41.5333,146.6667,58.71,60,78,6.55,AU,1628221843
Fort-Shevchenko,44.5086,50.263,84.27,56,13,8.57,KZ,1628221843
Province of Trapani,37.8333,12.6667,77.27,83,0,3.44,IT,1628221843
San Jose,37.3394,-121.895,67.28,77,20,1.99,US,1628221592
Valdivia,-39.8142,-73.2459,50.04,99,100,1.97,CL,1628221844
Cheyenne,41.14,-104.8203,75.52,37,20,5.75,US,1628221843
Baykit,61.67,96.37,80.33,35,6,6.87,RU,1628221844
Jaguarari,-10.2639,-40.1958,62.8,96,79,8.23,BR,1628221844
Varniai,55.7406,22.3644,49.69,83,100,14.16,LT,1628221845
Jinotega,13.0917,-86.0018,65.66,97,100,3.15,NI,1628221845
Diphu,25.8333,93.4333,92.12,58,44,0.56,IN,1628221845
Arnprior,45.4334,-76.3494,72.14,73,58,4.36,CA,1628221661
Namatanai,-3.6667,152.4333,82.02,73,81,13.38,PG,1628221846
Waingapu,-9.6567,120.2641,85.39,56,43,19.86,ID,1628221846
Port-Gentil,-0.7193,8.7815,76.82,82,58,10.07,GA,1628221846
Tungor,53.3808,142.9564,57.07,82,100,13.49,RU,1628221847
Benjamin Constant,-4.3831,-70.0311,77.13,70,91,3.11,BR,1628221847
Katsuura,35.1333,140.3,91.51,72,49,8.63,JP,1628221847
Xingyi,24.1877,102.817,77.23,63,39,3.89,CN,1628221848
Kununurra,-15.7667,128.7333,78.78,14,1,12.66,AU,1628221848
Alice Springs,-23.7,133.8833,60.35,36,0,11.5,AU,1628221799
Tezu,27.9167,96.1667,94.3,51,31,3.51,IN,1628221848
Dīdwāna,27.4,74.5667,87.62,59,99,8.81,IN,1628221849
Parrita,9.5201,-84.3225,83.98,88,100,1.45,CR,1628221849
Antalaha,-14.9003,50.2788,66.96,83,32,7.38,MG,1628221849
Cauquenes,-35.9671,-72.3225,47.98,89,100,2.68,CL,1628221850
Naze,28.3667,129.4833,85.12,83,41,20.15,JP,1628221850
Eunice,30.4944,-92.4176,76.96,74,96,4.65,US,1628221850
Port Keats,-14.25,129.55,86.79,18,35,11.68,AU,1628221850
Adrar,20.5022,-10.0711,89.33,19,74,8.5,MR,1628221851
Bima,-8.4667,118.7167,89.38,54,92,2.42,ID,1628221851
Berea,41.3662,-81.8543,69.22,79,20,5.75,US,1628221793
Taman',45.2117,36.7161,79.12,61,0,8.97,RU,1628221851
Onguday,50.75,86.15,63.39,70,95,1.66,RU,1628221852
Bacolod City,10.6667,122.95,85.93,70,99,14.58,PH,1628221852
Melilla,35.2937,-2.9383,71.98,73,0,0.0,ES,1628221852
Angoche,-16.2325,39.9086,69.37,83,8,2.1,MZ,1628221853
Husavik,66.0449,-17.3389,53.51,89,63,2.77,IS,1628221853
Sioux Lookout,50.1001,-91.917,59.38,94,90,6.91,CA,1628221584
Lagoa,39.05,-27.9833,72.3,90,24,19.3,PT,1628221853
Catió,11.2833,-15.25,76.42,87,100,11.9,GW,1628221854
Uíge,-7.6087,15.0613,63.66,96,40,2.64,AO,1628221854
Mīzan Teferī,6.9833,35.5833,59.22,92,95,2.86,ET,1628221854
Düzce,40.8389,31.1639,75.97,42,0,5.84,TR,1628221855
Nāndūra Buzurg,20.8333,76.45,84.65,63,97,16.06,IN,1628221855
Moranbah,-22.0016,148.0466,70.56,26,100,16.08,AU,1628221855
Marzuq,14.4,46.4667,82.35,48,96,6.44,YE,1628221855
Deniliquin,-35.5333,144.9667,57.0,55,92,12.3,AU,1628221856
Nouadhibou,20.931,-17.0347,69.78,88,0,18.41,MR,1628221856
Batemans Bay,-35.7167,150.1833,69.19,47,0,7.2,AU,1628221856
Boende,-0.2167,20.8667,71.94,88,94,5.06,CD,1628221740
Mtwara,-10.2667,40.1833,67.33,100,20,11.5,TZ,1628221857
Pavlohrad,48.5167,35.8667,67.15,58,54,4.12,UA,1628221857
Moose Factory,51.2585,-80.6094,51.8,93,90,6.91,CA,1628221857
Wanxian,30.8039,108.3897,93.34,62,62,2.01,CN,1628221724
Te Anau,-45.4167,167.7167,46.87,86,41,1.63,NZ,1628221858
Oussouye,12.485,-16.5469,75.38,89,96,10.22,SN,1628221858
Fort Collins,40.5853,-105.0844,79.41,46,1,1.01,US,1628221858
Mangan,27.5167,88.5333,87.08,62,100,6.38,IN,1628221859
Fort Nelson,58.8053,-122.7002,63.99,88,75,5.75,CA,1628221649
Yuancheng,36.652,107.7896,84.16,30,100,6.04,CN,1628221859
